# Assumption-labeled derivative of Electric_15_Minute_7-1-2026_8-6-2026_20260806.csv
# Whole-home meter only -- 'hvac' / 'car_charging' / 'lights_or_fan' are INFERRED
"# from the size (and, for car_charging, the time of day) of the excess over each"
"# day's 10th-percentile baseline, not measured per-circuit."
"# Thresholds: hvac/car_charging >= 1.100 kW excess (car_charging if 12AM-6AM), lights_or_fan >= 0.130 kW excess"
Date,Start Time,kWh,kW,baseline_kW,excess_kW,assumed_state,rate_period,usd_per_kwh,interval_usd
7/9/2026,9:45 PM,0.1500,0.600,0.080,0.520,lights_or_fan,off_peak,0.48,0.0713
7/9/2026,10:00 PM,0.3850,1.540,0.080,1.460,hvac,off_peak,0.48,0.1831
7/9/2026,10:15 PM,0.2700,1.080,0.080,1.000,lights_or_fan,off_peak,0.48,0.1284
7/9/2026,10:30 PM,0.3400,1.360,0.080,1.280,hvac,off_peak,0.48,0.1617
7/9/2026,10:45 PM,0.2800,1.120,0.080,1.040,lights_or_fan,off_peak,0.48,0.1332
7/9/2026,11:00 PM,0.2900,1.160,0.080,1.080,lights_or_fan,off_peak,0.48,0.1379
7/9/2026,11:15 PM,0.1700,0.680,0.080,0.600,lights_or_fan,off_peak,0.48,0.0809
7/9/2026,11:30 PM,0.3200,1.280,0.080,1.200,hvac,off_peak,0.48,0.1522
7/9/2026,11:45 PM,0.2200,0.880,0.080,0.800,lights_or_fan,off_peak,0.48,0.1046
7/10/2026,12:00 AM,0.1700,0.680,0.100,0.580,lights_or_fan,super_off_peak,0.39,0.0660
7/10/2026,12:15 AM,0.1800,0.720,0.100,0.620,lights_or_fan,super_off_peak,0.39,0.0699
7/10/2026,12:30 AM,0.1000,0.400,0.100,0.300,lights_or_fan,super_off_peak,0.39,0.0388
7/10/2026,12:45 AM,0.0400,0.160,0.100,0.060,baseline_only,super_off_peak,0.39,0.0155
7/10/2026,1:00 AM,0.0700,0.280,0.100,0.180,lights_or_fan,super_off_peak,0.39,0.0272
7/10/2026,1:15 AM,0.0950,0.380,0.100,0.280,lights_or_fan,super_off_peak,0.39,0.0369
7/10/2026,1:30 AM,0.1000,0.400,0.100,0.300,lights_or_fan,super_off_peak,0.39,0.0388
7/10/2026,1:45 AM,0.0250,0.100,0.100,0.000,baseline_only,super_off_peak,0.39,0.0097
7/10/2026,2:00 AM,0.0250,0.100,0.100,0.000,baseline_only,super_off_peak,0.39,0.0097
7/10/2026,2:15 AM,0.0400,0.160,0.100,0.060,baseline_only,super_off_peak,0.39,0.0155
7/10/2026,2:30 AM,0.0550,0.220,0.100,0.120,baseline_only,super_off_peak,0.39,0.0213
7/10/2026,2:45 AM,0.0300,0.120,0.100,0.020,baseline_only,super_off_peak,0.39,0.0116
7/10/2026,3:00 AM,0.0250,0.100,0.100,0.000,baseline_only,super_off_peak,0.39,0.0097
7/10/2026,3:15 AM,0.0350,0.140,0.100,0.040,baseline_only,super_off_peak,0.39,0.0136
7/10/2026,3:30 AM,0.0550,0.220,0.100,0.120,baseline_only,super_off_peak,0.39,0.0213
7/10/2026,3:45 AM,0.0300,0.120,0.100,0.020,baseline_only,super_off_peak,0.39,0.0116
7/10/2026,4:00 AM,0.0250,0.100,0.100,0.000,baseline_only,super_off_peak,0.39,0.0097
7/10/2026,4:15 AM,0.0350,0.140,0.100,0.040,baseline_only,super_off_peak,0.39,0.0136
7/10/2026,4:30 AM,0.0550,0.220,0.100,0.120,baseline_only,super_off_peak,0.39,0.0213
7/10/2026,4:45 AM,0.0400,0.160,0.100,0.060,baseline_only,super_off_peak,0.39,0.0155
7/10/2026,5:00 AM,0.0200,0.080,0.100,0.000,baseline_only,super_off_peak,0.39,0.0078
7/10/2026,5:15 AM,0.0250,0.100,0.100,0.000,baseline_only,super_off_peak,0.39,0.0097
7/10/2026,5:30 AM,0.0550,0.220,0.100,0.120,baseline_only,super_off_peak,0.39,0.0213
7/10/2026,5:45 AM,0.0400,0.160,0.100,0.060,baseline_only,super_off_peak,0.39,0.0155
7/10/2026,6:00 AM,0.0300,0.120,0.100,0.020,baseline_only,off_peak,0.48,0.0143
7/10/2026,6:15 AM,0.0550,0.220,0.100,0.120,baseline_only,off_peak,0.48,0.0262
7/10/2026,6:30 AM,0.0850,0.340,0.100,0.240,lights_or_fan,off_peak,0.48,0.0404
7/10/2026,6:45 AM,0.0650,0.260,0.100,0.160,lights_or_fan,off_peak,0.48,0.0309
7/10/2026,7:00 AM,0.0750,0.300,0.100,0.200,lights_or_fan,off_peak,0.48,0.0357
7/10/2026,7:15 AM,0.0600,0.240,0.100,0.140,lights_or_fan,off_peak,0.48,0.0285
7/10/2026,7:30 AM,0.0700,0.280,0.100,0.180,lights_or_fan,off_peak,0.48,0.0333
7/10/2026,7:45 AM,0.0650,0.260,0.100,0.160,lights_or_fan,off_peak,0.48,0.0309
7/10/2026,8:00 AM,0.0800,0.320,0.100,0.220,lights_or_fan,off_peak,0.48,0.0380
7/10/2026,8:15 AM,0.0950,0.380,0.100,0.280,lights_or_fan,off_peak,0.48,0.0452
7/10/2026,8:30 AM,0.0500,0.200,0.100,0.100,baseline_only,off_peak,0.48,0.0238
7/10/2026,8:45 AM,0.0600,0.240,0.100,0.140,lights_or_fan,off_peak,0.48,0.0285
7/10/2026,9:00 AM,0.0600,0.240,0.100,0.140,lights_or_fan,off_peak,0.48,0.0285
7/10/2026,9:15 AM,0.0650,0.260,0.100,0.160,lights_or_fan,off_peak,0.48,0.0309
7/10/2026,9:30 AM,0.1400,0.560,0.100,0.460,lights_or_fan,off_peak,0.48,0.0666
7/10/2026,9:45 AM,0.1400,0.560,0.100,0.460,lights_or_fan,off_peak,0.48,0.0666
7/10/2026,10:00 AM,0.1200,0.480,0.100,0.380,lights_or_fan,super_off_peak,0.39,0.0466
7/10/2026,10:15 AM,1.2600,5.040,0.100,4.940,hvac,super_off_peak,0.39,0.4891
7/10/2026,10:30 AM,1.6150,6.460,0.100,6.360,hvac,super_off_peak,0.39,0.6269
7/10/2026,10:45 AM,1.8000,7.200,0.100,7.100,hvac,super_off_peak,0.39,0.6987
7/10/2026,11:00 AM,1.6050,6.420,0.100,6.320,hvac,super_off_peak,0.39,0.6230
7/10/2026,11:15 AM,1.5750,6.300,0.100,6.200,hvac,super_off_peak,0.39,0.6114
7/10/2026,11:30 AM,1.6050,6.420,0.100,6.320,hvac,super_off_peak,0.39,0.6230
7/10/2026,11:45 AM,1.5800,6.320,0.100,6.220,hvac,super_off_peak,0.39,0.6133
7/10/2026,12:00 PM,1.4950,5.980,0.100,5.880,hvac,super_off_peak,0.39,0.5803
7/10/2026,12:15 PM,1.5150,6.060,0.100,5.960,hvac,super_off_peak,0.39,0.5881
7/10/2026,12:30 PM,1.5200,6.080,0.100,5.980,hvac,super_off_peak,0.39,0.5900
7/10/2026,12:45 PM,1.5000,6.000,0.100,5.900,hvac,super_off_peak,0.39,0.5823
7/10/2026,1:00 PM,1.0750,4.300,0.100,4.200,hvac,super_off_peak,0.39,0.4173
7/10/2026,1:15 PM,0.0500,0.200,0.100,0.100,baseline_only,super_off_peak,0.39,0.0194
7/10/2026,1:30 PM,0.0350,0.140,0.100,0.040,baseline_only,super_off_peak,0.39,0.0136
7/10/2026,1:45 PM,0.0300,0.120,0.100,0.020,baseline_only,super_off_peak,0.39,0.0116
7/10/2026,2:00 PM,0.0350,0.140,0.100,0.040,baseline_only,off_peak,0.48,0.0166
7/10/2026,2:15 PM,0.0600,0.240,0.100,0.140,lights_or_fan,off_peak,0.48,0.0285
7/10/2026,2:30 PM,0.0350,0.140,0.100,0.040,baseline_only,off_peak,0.48,0.0166
7/10/2026,2:45 PM,0.0250,0.100,0.100,0.000,baseline_only,off_peak,0.48,0.0119
7/10/2026,3:00 PM,0.0550,0.220,0.100,0.120,baseline_only,off_peak,0.48,0.0262
7/10/2026,3:15 PM,0.0450,0.180,0.100,0.080,baseline_only,off_peak,0.48,0.0214
7/10/2026,3:30 PM,0.0200,0.080,0.100,0.000,baseline_only,off_peak,0.48,0.0095
7/10/2026,3:45 PM,0.0250,0.100,0.100,0.000,baseline_only,off_peak,0.48,0.0119
7/10/2026,4:00 PM,0.0550,0.220,0.100,0.120,baseline_only,on_peak,0.70,0.0383
7/10/2026,4:15 PM,0.0350,0.140,0.100,0.040,baseline_only,on_peak,0.70,0.0244
7/10/2026,4:30 PM,0.0200,0.080,0.100,0.000,baseline_only,on_peak,0.70,0.0139
7/10/2026,4:45 PM,0.0400,0.160,0.100,0.060,baseline_only,on_peak,0.70,0.0279
7/10/2026,5:00 PM,0.0400,0.160,0.100,0.060,baseline_only,on_peak,0.70,0.0279
7/10/2026,5:15 PM,0.0250,0.100,0.100,0.000,baseline_only,on_peak,0.70,0.0174
7/10/2026,5:30 PM,0.0450,0.180,0.100,0.080,baseline_only,on_peak,0.70,0.0313
7/10/2026,5:45 PM,0.0400,0.160,0.100,0.060,baseline_only,on_peak,0.70,0.0279
7/10/2026,6:00 PM,0.0750,0.300,0.100,0.200,lights_or_fan,on_peak,0.70,0.0522
7/10/2026,6:15 PM,0.0400,0.160,0.100,0.060,baseline_only,on_peak,0.70,0.0279
7/10/2026,6:30 PM,0.0250,0.100,0.100,0.000,baseline_only,on_peak,0.70,0.0174
7/10/2026,6:45 PM,0.0500,0.200,0.100,0.100,baseline_only,on_peak,0.70,0.0348
7/10/2026,7:00 PM,0.0500,0.200,0.100,0.100,baseline_only,on_peak,0.70,0.0348
7/10/2026,7:15 PM,0.0450,0.180,0.100,0.080,baseline_only,on_peak,0.70,0.0313
7/10/2026,7:30 PM,0.0700,0.280,0.100,0.180,lights_or_fan,on_peak,0.70,0.0488
7/10/2026,7:45 PM,0.0800,0.320,0.100,0.220,lights_or_fan,on_peak,0.70,0.0557
7/10/2026,8:00 PM,0.0650,0.260,0.100,0.160,lights_or_fan,on_peak,0.70,0.0453
7/10/2026,8:15 PM,0.1100,0.440,0.100,0.340,lights_or_fan,on_peak,0.70,0.0766
7/10/2026,8:30 PM,0.1650,0.660,0.100,0.560,lights_or_fan,on_peak,0.70,0.1149
7/10/2026,8:45 PM,0.1050,0.420,0.100,0.320,lights_or_fan,on_peak,0.70,0.0731
7/10/2026,9:00 PM,0.1100,0.440,0.100,0.340,lights_or_fan,off_peak,0.48,0.0523
7/10/2026,9:15 PM,0.1100,0.440,0.100,0.340,lights_or_fan,off_peak,0.48,0.0523
7/10/2026,9:30 PM,0.0750,0.300,0.100,0.200,lights_or_fan,off_peak,0.48,0.0357
7/10/2026,9:45 PM,0.0850,0.340,0.100,0.240,lights_or_fan,off_peak,0.48,0.0404
7/10/2026,10:00 PM,0.1000,0.400,0.100,0.300,lights_or_fan,off_peak,0.48,0.0476
7/10/2026,10:15 PM,0.2450,0.980,0.100,0.880,lights_or_fan,off_peak,0.48,0.1165
7/10/2026,10:30 PM,0.2850,1.140,0.100,1.040,lights_or_fan,off_peak,0.48,0.1355
7/10/2026,10:45 PM,0.2700,1.080,0.100,0.980,lights_or_fan,off_peak,0.48,0.1284
7/10/2026,11:00 PM,0.2850,1.140,0.100,1.040,lights_or_fan,off_peak,0.48,0.1355
7/10/2026,11:15 PM,0.2950,1.180,0.100,1.080,lights_or_fan,off_peak,0.48,0.1403
7/10/2026,11:30 PM,0.2850,1.140,0.100,1.040,lights_or_fan,off_peak,0.48,0.1355
7/10/2026,11:45 PM,0.1950,0.780,0.100,0.680,lights_or_fan,off_peak,0.48,0.0927
7/11/2026,12:00 AM,0.1700,0.680,0.100,0.580,lights_or_fan,super_off_peak,0.39,0.0660
7/11/2026,12:15 AM,0.1750,0.700,0.100,0.600,lights_or_fan,super_off_peak,0.39,0.0679
7/11/2026,12:30 AM,0.1550,0.620,0.100,0.520,lights_or_fan,super_off_peak,0.39,0.0602
7/11/2026,12:45 AM,0.1100,0.440,0.100,0.340,lights_or_fan,super_off_peak,0.39,0.0427
7/11/2026,1:00 AM,0.0550,0.220,0.100,0.120,baseline_only,super_off_peak,0.39,0.0213
7/11/2026,1:15 AM,0.0650,0.260,0.100,0.160,lights_or_fan,super_off_peak,0.39,0.0252
7/11/2026,1:30 AM,0.0300,0.120,0.100,0.020,baseline_only,super_off_peak,0.39,0.0116
7/11/2026,1:45 AM,0.0250,0.100,0.100,0.000,baseline_only,super_off_peak,0.39,0.0097
7/11/2026,2:00 AM,0.0550,0.220,0.100,0.120,baseline_only,super_off_peak,0.39,0.0213
7/11/2026,2:15 AM,0.0400,0.160,0.100,0.060,baseline_only,super_off_peak,0.39,0.0155
7/11/2026,2:30 AM,0.0250,0.100,0.100,0.000,baseline_only,super_off_peak,0.39,0.0097
7/11/2026,2:45 AM,0.0350,0.140,0.100,0.040,baseline_only,super_off_peak,0.39,0.0136
7/11/2026,3:00 AM,0.0500,0.200,0.100,0.100,baseline_only,super_off_peak,0.39,0.0194
7/11/2026,3:15 AM,0.0250,0.100,0.100,0.000,baseline_only,super_off_peak,0.39,0.0097
7/11/2026,3:30 AM,0.0200,0.080,0.100,0.000,baseline_only,super_off_peak,0.39,0.0078
7/11/2026,3:45 AM,0.0450,0.180,0.100,0.080,baseline_only,super_off_peak,0.39,0.0175
7/11/2026,4:00 AM,0.0400,0.160,0.100,0.060,baseline_only,super_off_peak,0.39,0.0155
7/11/2026,4:15 AM,0.0200,0.080,0.100,0.000,baseline_only,super_off_peak,0.39,0.0078
7/11/2026,4:30 AM,0.0300,0.120,0.100,0.020,baseline_only,super_off_peak,0.39,0.0116
7/11/2026,4:45 AM,0.0550,0.220,0.100,0.120,baseline_only,super_off_peak,0.39,0.0213
7/11/2026,5:00 AM,0.0200,0.080,0.100,0.000,baseline_only,super_off_peak,0.39,0.0078
7/11/2026,5:15 AM,0.0200,0.080,0.100,0.000,baseline_only,super_off_peak,0.39,0.0078
7/11/2026,5:30 AM,0.0500,0.200,0.100,0.100,baseline_only,super_off_peak,0.39,0.0194
7/11/2026,5:45 AM,0.0350,0.140,0.100,0.040,baseline_only,super_off_peak,0.39,0.0136
7/11/2026,6:00 AM,0.0200,0.080,0.100,0.000,baseline_only,super_off_peak,0.39,0.0078
7/11/2026,6:15 AM,0.0350,0.140,0.100,0.040,baseline_only,super_off_peak,0.39,0.0136
7/11/2026,6:30 AM,0.0500,0.200,0.100,0.100,baseline_only,super_off_peak,0.39,0.0194
7/11/2026,6:45 AM,0.0200,0.080,0.100,0.000,baseline_only,super_off_peak,0.39,0.0078
7/11/2026,7:00 AM,0.0250,0.100,0.100,0.000,baseline_only,super_off_peak,0.39,0.0097
7/11/2026,7:15 AM,0.1000,0.400,0.100,0.300,lights_or_fan,super_off_peak,0.39,0.0388
7/11/2026,7:30 AM,0.0800,0.320,0.100,0.220,lights_or_fan,super_off_peak,0.39,0.0311
7/11/2026,7:45 AM,0.0950,0.380,0.100,0.280,lights_or_fan,super_off_peak,0.39,0.0369
7/11/2026,8:00 AM,0.0700,0.280,0.100,0.180,lights_or_fan,super_off_peak,0.39,0.0272
7/11/2026,8:15 AM,0.0400,0.160,0.100,0.060,baseline_only,super_off_peak,0.39,0.0155
7/11/2026,8:30 AM,0.0900,0.360,0.100,0.260,lights_or_fan,super_off_peak,0.39,0.0349
7/11/2026,8:45 AM,0.0450,0.180,0.100,0.080,baseline_only,super_off_peak,0.39,0.0175
7/11/2026,9:00 AM,0.0500,0.200,0.100,0.100,baseline_only,super_off_peak,0.39,0.0194
7/11/2026,9:15 AM,0.0450,0.180,0.100,0.080,baseline_only,super_off_peak,0.39,0.0175
7/11/2026,9:30 AM,0.0300,0.120,0.100,0.020,baseline_only,super_off_peak,0.39,0.0116
7/11/2026,9:45 AM,0.0600,0.240,0.100,0.140,lights_or_fan,super_off_peak,0.39,0.0233
7/11/2026,10:00 AM,0.0350,0.140,0.100,0.040,baseline_only,super_off_peak,0.39,0.0136
7/11/2026,10:15 AM,0.0500,0.200,0.100,0.100,baseline_only,super_off_peak,0.39,0.0194
7/11/2026,10:30 AM,0.1400,0.560,0.100,0.460,lights_or_fan,super_off_peak,0.39,0.0543
7/11/2026,10:45 AM,0.1600,0.640,0.100,0.540,lights_or_fan,super_off_peak,0.39,0.0621
7/11/2026,11:00 AM,0.0750,0.300,0.100,0.200,lights_or_fan,super_off_peak,0.39,0.0291
7/11/2026,11:15 AM,0.0400,0.160,0.100,0.060,baseline_only,super_off_peak,0.39,0.0155
7/11/2026,11:30 AM,0.0200,0.080,0.100,0.000,baseline_only,super_off_peak,0.39,0.0078
7/11/2026,11:45 AM,0.0400,0.160,0.100,0.060,baseline_only,super_off_peak,0.39,0.0155
7/11/2026,12:00 PM,0.0700,0.280,0.100,0.180,lights_or_fan,super_off_peak,0.39,0.0272
7/11/2026,12:15 PM,0.1900,0.760,0.100,0.660,lights_or_fan,super_off_peak,0.39,0.0738
7/11/2026,12:30 PM,0.0250,0.100,0.100,0.000,baseline_only,super_off_peak,0.39,0.0097
7/11/2026,12:45 PM,0.1100,0.440,0.100,0.340,lights_or_fan,super_off_peak,0.39,0.0427
7/11/2026,1:00 PM,0.0450,0.180,0.100,0.080,baseline_only,super_off_peak,0.39,0.0175
7/11/2026,1:15 PM,0.0300,0.120,0.100,0.020,baseline_only,super_off_peak,0.39,0.0116
7/11/2026,1:30 PM,0.0550,0.220,0.100,0.120,baseline_only,super_off_peak,0.39,0.0213
7/11/2026,1:45 PM,0.0550,0.220,0.100,0.120,baseline_only,super_off_peak,0.39,0.0213
7/11/2026,2:00 PM,0.0900,0.360,0.100,0.260,lights_or_fan,off_peak,0.48,0.0428
7/11/2026,2:15 PM,0.0250,0.100,0.100,0.000,baseline_only,off_peak,0.48,0.0119
7/11/2026,2:30 PM,0.0300,0.120,0.100,0.020,baseline_only,off_peak,0.48,0.0143
7/11/2026,2:45 PM,0.0500,0.200,0.100,0.100,baseline_only,off_peak,0.48,0.0238
7/11/2026,3:00 PM,0.0250,0.100,0.100,0.000,baseline_only,off_peak,0.48,0.0119
7/11/2026,3:15 PM,0.0200,0.080,0.100,0.000,baseline_only,off_peak,0.48,0.0095
7/11/2026,3:30 PM,0.0550,0.220,0.100,0.120,baseline_only,off_peak,0.48,0.0262
7/11/2026,3:45 PM,0.0300,0.120,0.100,0.020,baseline_only,off_peak,0.48,0.0143
7/11/2026,4:00 PM,0.0250,0.100,0.100,0.000,baseline_only,on_peak,0.70,0.0174
7/11/2026,4:15 PM,0.0350,0.140,0.100,0.040,baseline_only,on_peak,0.70,0.0244
7/11/2026,4:30 PM,0.0550,0.220,0.100,0.120,baseline_only,on_peak,0.70,0.0383
7/11/2026,4:45 PM,0.0600,0.240,0.100,0.140,lights_or_fan,on_peak,0.70,0.0418
7/11/2026,5:00 PM,0.0300,0.120,0.100,0.020,baseline_only,on_peak,0.70,0.0209
7/11/2026,5:15 PM,0.0650,0.260,0.100,0.160,lights_or_fan,on_peak,0.70,0.0453
7/11/2026,5:30 PM,0.0300,0.120,0.100,0.020,baseline_only,on_peak,0.70,0.0209
7/11/2026,5:45 PM,0.0250,0.100,0.100,0.000,baseline_only,on_peak,0.70,0.0174
7/11/2026,6:00 PM,0.0550,0.220,0.100,0.120,baseline_only,on_peak,0.70,0.0383
7/11/2026,6:15 PM,0.0400,0.160,0.100,0.060,baseline_only,on_peak,0.70,0.0279
7/11/2026,6:30 PM,0.0250,0.100,0.100,0.000,baseline_only,on_peak,0.70,0.0174
7/11/2026,6:45 PM,0.0400,0.160,0.100,0.060,baseline_only,on_peak,0.70,0.0279
7/11/2026,7:00 PM,0.0500,0.200,0.100,0.100,baseline_only,on_peak,0.70,0.0348
7/11/2026,7:15 PM,0.0250,0.100,0.100,0.000,baseline_only,on_peak,0.70,0.0174
7/11/2026,7:30 PM,0.0250,0.100,0.100,0.000,baseline_only,on_peak,0.70,0.0174
7/11/2026,7:45 PM,0.0550,0.220,0.100,0.120,baseline_only,on_peak,0.70,0.0383
7/11/2026,8:00 PM,0.0400,0.160,0.100,0.060,baseline_only,on_peak,0.70,0.0279
7/11/2026,8:15 PM,0.0250,0.100,0.100,0.000,baseline_only,on_peak,0.70,0.0174
7/11/2026,8:30 PM,0.0450,0.180,0.100,0.080,baseline_only,on_peak,0.70,0.0313
7/11/2026,8:45 PM,0.0950,0.380,0.100,0.280,lights_or_fan,on_peak,0.70,0.0662
7/11/2026,9:00 PM,0.1450,0.580,0.100,0.480,lights_or_fan,off_peak,0.48,0.0690
7/11/2026,9:15 PM,0.1000,0.400,0.100,0.300,lights_or_fan,off_peak,0.48,0.0476
7/11/2026,9:30 PM,0.1250,0.500,0.100,0.400,lights_or_fan,off_peak,0.48,0.0595
7/11/2026,9:45 PM,0.1000,0.400,0.100,0.300,lights_or_fan,off_peak,0.48,0.0476
7/11/2026,10:00 PM,0.0700,0.280,0.100,0.180,lights_or_fan,off_peak,0.48,0.0333
7/11/2026,10:15 PM,0.0900,0.360,0.100,0.260,lights_or_fan,off_peak,0.48,0.0428
7/11/2026,10:30 PM,0.2050,0.820,0.100,0.720,lights_or_fan,off_peak,0.48,0.0975
7/11/2026,10:45 PM,0.2950,1.180,0.100,1.080,lights_or_fan,off_peak,0.48,0.1403
7/11/2026,11:00 PM,0.2750,1.100,0.100,1.000,lights_or_fan,off_peak,0.48,0.1308
7/11/2026,11:15 PM,0.2450,0.980,0.100,0.880,lights_or_fan,off_peak,0.48,0.1165
7/11/2026,11:30 PM,0.0950,0.380,0.100,0.280,lights_or_fan,off_peak,0.48,0.0452
7/11/2026,11:45 PM,0.1750,0.700,0.100,0.600,lights_or_fan,off_peak,0.48,0.0832
7/12/2026,12:00 AM,0.2450,0.980,0.100,0.880,lights_or_fan,super_off_peak,0.39,0.0951
7/12/2026,12:15 AM,0.1550,0.620,0.100,0.520,lights_or_fan,super_off_peak,0.39,0.0602
7/12/2026,12:30 AM,0.1200,0.480,0.100,0.380,lights_or_fan,super_off_peak,0.39,0.0466
7/12/2026,12:45 AM,0.0950,0.380,0.100,0.280,lights_or_fan,super_off_peak,0.39,0.0369
7/12/2026,1:00 AM,0.0550,0.220,0.100,0.120,baseline_only,super_off_peak,0.39,0.0213
7/12/2026,1:15 AM,0.0250,0.100,0.100,0.000,baseline_only,super_off_peak,0.39,0.0097
7/12/2026,1:30 AM,0.0250,0.100,0.100,0.000,baseline_only,super_off_peak,0.39,0.0097
7/12/2026,1:45 AM,0.0600,0.240,0.100,0.140,lights_or_fan,super_off_peak,0.39,0.0233
7/12/2026,2:00 AM,0.0300,0.120,0.100,0.020,baseline_only,super_off_peak,0.39,0.0116
7/12/2026,2:15 AM,0.0250,0.100,0.100,0.000,baseline_only,super_off_peak,0.39,0.0097
7/12/2026,2:30 AM,0.0500,0.200,0.100,0.100,baseline_only,super_off_peak,0.39,0.0194
7/12/2026,2:45 AM,0.0400,0.160,0.100,0.060,baseline_only,super_off_peak,0.39,0.0155
7/12/2026,3:00 AM,0.0250,0.100,0.100,0.000,baseline_only,super_off_peak,0.39,0.0097
7/12/2026,3:15 AM,0.0400,0.160,0.100,0.060,baseline_only,super_off_peak,0.39,0.0155
7/12/2026,3:30 AM,0.0500,0.200,0.100,0.100,baseline_only,super_off_peak,0.39,0.0194
7/12/2026,3:45 AM,0.0250,0.100,0.100,0.000,baseline_only,super_off_peak,0.39,0.0097
7/12/2026,4:00 AM,0.0300,0.120,0.100,0.020,baseline_only,super_off_peak,0.39,0.0116
7/12/2026,4:15 AM,0.0550,0.220,0.100,0.120,baseline_only,super_off_peak,0.39,0.0213
7/12/2026,4:30 AM,0.0300,0.120,0.100,0.020,baseline_only,super_off_peak,0.39,0.0116
7/12/2026,4:45 AM,0.0250,0.100,0.100,0.000,baseline_only,super_off_peak,0.39,0.0097
7/12/2026,5:00 AM,0.0500,0.200,0.100,0.100,baseline_only,super_off_peak,0.39,0.0194
7/12/2026,5:15 AM,0.0400,0.160,0.100,0.060,baseline_only,super_off_peak,0.39,0.0155
7/12/2026,5:30 AM,0.0250,0.100,0.100,0.000,baseline_only,super_off_peak,0.39,0.0097
7/12/2026,5:45 AM,0.0500,0.200,0.100,0.100,baseline_only,super_off_peak,0.39,0.0194
7/12/2026,6:00 AM,0.0650,0.260,0.100,0.160,lights_or_fan,super_off_peak,0.39,0.0252
7/12/2026,6:15 AM,0.0300,0.120,0.100,0.020,baseline_only,super_off_peak,0.39,0.0116
7/12/2026,6:30 AM,0.0350,0.140,0.100,0.040,baseline_only,super_off_peak,0.39,0.0136
7/12/2026,6:45 AM,0.0600,0.240,0.100,0.140,lights_or_fan,super_off_peak,0.39,0.0233
7/12/2026,7:00 AM,0.0350,0.140,0.100,0.040,baseline_only,super_off_peak,0.39,0.0136
7/12/2026,7:15 AM,0.0300,0.120,0.100,0.020,baseline_only,super_off_peak,0.39,0.0116
7/12/2026,7:30 AM,0.0550,0.220,0.100,0.120,baseline_only,super_off_peak,0.39,0.0213
7/12/2026,7:45 AM,0.0850,0.340,0.100,0.240,lights_or_fan,super_off_peak,0.39,0.0330
7/12/2026,8:00 AM,0.0750,0.300,0.100,0.200,lights_or_fan,super_off_peak,0.39,0.0291
7/12/2026,8:15 AM,0.0700,0.280,0.100,0.180,lights_or_fan,super_off_peak,0.39,0.0272
7/12/2026,8:30 AM,0.0750,0.300,0.100,0.200,lights_or_fan,super_off_peak,0.39,0.0291
7/12/2026,8:45 AM,0.0700,0.280,0.100,0.180,lights_or_fan,super_off_peak,0.39,0.0272
7/12/2026,9:00 AM,0.0400,0.160,0.100,0.060,baseline_only,super_off_peak,0.39,0.0155
7/12/2026,9:15 AM,0.0700,0.280,0.100,0.180,lights_or_fan,super_off_peak,0.39,0.0272
7/12/2026,9:30 AM,0.0250,0.100,0.100,0.000,baseline_only,super_off_peak,0.39,0.0097
7/12/2026,9:45 AM,0.0300,0.120,0.100,0.020,baseline_only,super_off_peak,0.39,0.0116
7/12/2026,10:00 AM,0.0500,0.200,0.100,0.100,baseline_only,super_off_peak,0.39,0.0194
7/12/2026,10:15 AM,0.0700,0.280,0.100,0.180,lights_or_fan,super_off_peak,0.39,0.0272
7/12/2026,10:30 AM,0.0500,0.200,0.100,0.100,baseline_only,super_off_peak,0.39,0.0194
7/12/2026,10:45 AM,0.0500,0.200,0.100,0.100,baseline_only,super_off_peak,0.39,0.0194
7/12/2026,11:00 AM,0.2150,0.860,0.100,0.760,lights_or_fan,super_off_peak,0.39,0.0835
7/12/2026,11:15 AM,0.1250,0.500,0.100,0.400,lights_or_fan,super_off_peak,0.39,0.0485
7/12/2026,11:30 AM,0.0300,0.120,0.100,0.020,baseline_only,super_off_peak,0.39,0.0116
7/12/2026,11:45 AM,0.0150,0.060,0.100,0.000,baseline_only,super_off_peak,0.39,0.0058
7/12/2026,12:00 PM,0.0350,0.140,0.100,0.040,baseline_only,super_off_peak,0.39,0.0136
7/12/2026,12:15 PM,0.0550,0.220,0.100,0.120,baseline_only,super_off_peak,0.39,0.0213
7/12/2026,12:30 PM,0.0500,0.200,0.100,0.100,baseline_only,super_off_peak,0.39,0.0194
7/12/2026,12:45 PM,0.1000,0.400,0.100,0.300,lights_or_fan,super_off_peak,0.39,0.0388
7/12/2026,1:00 PM,0.1750,0.700,0.100,0.600,lights_or_fan,super_off_peak,0.39,0.0679
7/12/2026,1:15 PM,0.1500,0.600,0.100,0.500,lights_or_fan,super_off_peak,0.39,0.0582
7/12/2026,1:30 PM,0.1500,0.600,0.100,0.500,lights_or_fan,super_off_peak,0.39,0.0582
7/12/2026,1:45 PM,0.1400,0.560,0.100,0.460,lights_or_fan,super_off_peak,0.39,0.0543
7/12/2026,2:00 PM,0.1400,0.560,0.100,0.460,lights_or_fan,off_peak,0.48,0.0666
7/12/2026,2:15 PM,0.0950,0.380,0.100,0.280,lights_or_fan,off_peak,0.48,0.0452
7/12/2026,2:30 PM,0.0600,0.240,0.100,0.140,lights_or_fan,off_peak,0.48,0.0285
